Country Name,"Country Code","Series Name","Series Code","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]"
Argentina,"ARG","Population density (people per sq. km of land area)","EN.POP.DNST","14.904301546759","15.0771515955406","15.2495426957383","15.421160233713","15.5916453818299","15.7606327351655","15.9281350828921","16.0941907925267","16.2585100979651",""
Argentina,"ARG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","7.708","7.694","7.68","7.665","7.651","7.638","7.626","7.616","",""
Argentina,"ARG","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","18.154","18.055","17.949","17.831","17.698","17.548","17.383","17.205","",""
Argentina,"ARG","Population, total","SP.POP.TOTL","40788453","41261490","41733271","42202935","42669500","43131966","43590368","44044811","44494502",""
Australia,"AUS","People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","","","","","","","","","",""
Australia,"AUS","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","99.9911523822512","99.9911523822512","99.9911523822512","99.9911523822512","99.9911523822512","99.9911523822512","99.9911523822512","99.9911523822512","",""
Australia,"AUS","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","69.4869334810124","70.3659246372607","71.244915793509","72.1239069497573","73.0028981060056","73.8818892622537","74.760880418502","75.6398715747504","",""
Australia,"AUS","International tourism, number of arrivals","ST.INT.ARVL","5790000","5771000","6032000","6482000","6922000","7449000","8269000","8815000","9246000",""
Australia,"AUS","International tourism, number of departures","ST.INT.DPRT","7103000","7788000","8212000","9052000","9480000","9810000","10390000","10932000","11403000",""
Australia,"AUS","Smoking prevalence, total (ages 15+)","SH.PRV.SMOK","17.8","17.2","16.7","16.2","15.7","15.2","14.7","","",""
Australia,"AUS","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","SH.DTH.COMM.ZS","3.9","","","","","4.4","4.6","","",""
Australia,"AUS","Cause of death, by non-communicable diseases (% of total)","SH.DTH.NCOM.ZS","90.4","","","","","89.6","89.5","","",""
Australia,"AUS","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","13.3765558056607","13.6303082070145","13.9302883502879","14.2526570621872","14.5653171853498","14.8546106880091","15.1411186020755","15.4040208878559","15.6564752275591",""
Australia,"AUS","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","45.704","46.069","44.344","44.928","44.75","","","","",""
Australia,"AUS","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","78.634","78.261","75.571","75.212","76.486","","","","",""
Australia,"AUS","Nurses and midwives (per 1,000 people)","SH.MED.NUMW.P3","10.4179","10.3775","10.1797","12.3747","12.3747","12.4667","12.6612","","",""
Australia,"AUS","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","3596.37991129","3770.49647841","3792.06619614","4179.08864884","4305.78143069","4423.48042444","4529.88708182","","",""
Australia,"AUS","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","3.9","3.8","","","3.8","","","","",""
Australia,"AUS","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","81.6951219512195","81.8951219512195","82.0463414634146","82.1487804878049","82.3","82.4","82.4487804878049","82.4975609756098","",""
Australia,"AUS","Population density (people per sq. km of land area)","EN.POP.DNST","2.86785858401781","2.90798641031983","2.95920036968095","3.01057352615753","3.05581479504836","3.10011259648803","3.14493553058884","3.19836141871706","3.24912948744283",""
Australia,"AUS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","6.5","6.6","6.6","6.4","6.6","6.6","6.6","6.5","",""
Australia,"AUS","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","13.7","13.6","13.7","13.3","13.2","12.9","12.9","12.4","",""
Australia,"AUS","Population, total","SP.POP.TOTL","22031750","22340024","22733465","23128129","23475686","23815995","24190907","24601860","24992369",""
Brazil,"BRA","People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","","","","","","","","","",""
Brazil,"BRA","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","82.1170213264266","83.0145564938286","83.9070988456805","84.7940502928947","85.676585913056","86.5540917460118","87.426360059913","88.2938494055597","",""
Brazil,"BRA","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","34.8460302221653","36.7318949697735","38.6759477326533","40.6781977280616","42.7392664341686","44.8591312885754","47.0378556676988","49.2757870914179","",""
Brazil,"BRA","International tourism, number of arrivals","ST.INT.ARVL","5161000","5433000","5677000","5813000","6430000","6306000","6547000","6589000","6621000",""
Brazil,"BRA","International tourism, number of departures","ST.INT.DPRT","6457000","7807000","8497000","8866000","9617000","9478000","8872000","10610000","10628000",""
Brazil,"BRA","Smoking prevalence, total (ages 15+)","SH.PRV.SMOK","17.2","16.7","16","15.5","14.9","14.3","13.9","","",""
Brazil,"BRA","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","SH.DTH.COMM.ZS","13.5","","","","","13.8","13.9","","",""
Brazil,"BRA","Cause of death, by non-communicable diseases (% of total)","SH.DTH.NCOM.ZS","73.8","","","","","74","73.9","","",""
Brazil,"BRA","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","6.82080939327503","7.03089720950968","7.25282598164974","7.48907240015903","7.74188919449744","8.01304360016565","8.30168730572689","8.60549199443827","8.92283783244003",""
Brazil,"BRA","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","102.251","100.77","99.288","97.893","96.498","95.103","93.708","92.313","",""
Brazil,"BRA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","207.604","204.383","201.161","198.648","196.135","193.622","191.109","188.596","",""
Brazil,"BRA","Nurses and midwives (per 1,000 people)","SH.MED.NUMW.P3","7.3497","","","7.5122","","","","5.9552","9.7083",""
Brazil,"BRA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","1384.37245028","1464.73799372","1545.77642141","1634.55474346","1751.74479635","1788.71788542","1777.47047654","","",""
Brazil,"BRA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","2.4","2.3","2.3","2.3","2.2","","","","",""
Brazil,"BRA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","73.619","73.921","74.209","74.483","74.745","74.994","75.23","75.456","",""
Brazil,"BRA","Population density (people per sq. km of land area)","EN.POP.DNST","23.4159316546504","23.6313981340346","23.8434981945744","24.0527082580574","24.2594327206771","24.4637884744692","24.6661407920901","24.8660384966033","25.0617162430876",""
Brazil,"BRA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","6.045","6.071","6.106","6.147","6.195","6.25","6.311","6.378","",""
Brazil,"BRA","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","15.327","15.11","14.93","14.772","14.624","14.472","14.307","14.125","",""
Brazil,"BRA","Population, total","SP.POP.TOTL","195713635","197514534","199287296","201035903","202763735","204471769","206163058","207833831","209469333",""
China,"CHN","People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","","","","","","","","","",""
China,"CHN","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","73.5496269827323","75.1935551961883","76.7958781604309","78.4556409739346","80.0822936476644","81.6754050978285","83.2351730239196","84.7607877105451","",""
China,"CHN","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","47.5619529765679","50.6871089607235","53.9258346471046","57.3390585976663","60.8675219851634","64.5065139342951","68.2467884522588","72.0822720245711","",""
China,"CHN","International tourism, number of arrivals","ST.INT.ARVL","55664000","57581000","57725000","55686000","55622000","56886000","59270000","60740000","62900000",""
China,"CHN","International tourism, number of departures","ST.INT.DPRT","57386000","70250000","83182000","98185000","116593000","127860000","135130000","143035000","149720000",""
China,"CHN","Smoking prevalence, total (ages 15+)","SH.PRV.SMOK","27.1","26.7","26.7","26.4","26.1","25.8","25.6","","",""
China,"CHN","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","SH.DTH.COMM.ZS","5","","","","","3.9","3.8","","",""
China,"CHN","Cause of death, by non-communicable diseases (% of total)","SH.DTH.NCOM.ZS","87","","","","","89","89.3","","",""
China,"CHN","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","8.07445323617687","8.25915394105518","8.45330832999088","8.67898137698078","8.96639740486212","9.3318301715167","9.80263113886186","10.3451204570585","10.9208835350654",""
China,"CHN","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","74.593","72.077","69.561","67.867","66.173","64.479","62.785","61.091","",""
China,"CHN","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","111.281","109.388","107.496","105.02","102.543","100.067","97.591","95.115","",""
China,"CHN","Nurses and midwives (per 1,000 people)","SH.MED.NUMW.P3","1.4979","1.6319","1.8054","2.0015","2.1491","2.3073","","","",""
China,"CHN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","384.19622271","438.56318701","507.78699427","573.47886788","632.75519032","703.49509727","761.48785586","","",""
China,"CHN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","3.56","3.8","4.2","","","","","","",""
China,"CHN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","74.409","74.708","75.013","75.321","75.629","75.928","76.21","76.47","",""
China,"CHN","Population density (people per sq. km of land area)","EN.POP.DNST","142.487739610674","143.172108531324","143.871389770868","144.583452998035","145.317352120725","146.057642237226","146.850677605209","147.674050750889","148.348833270666",""
China,"CHN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","7.11","7.14","7.15","7.16","7.16","7.11","7.09","7.11","",""
China,"CHN","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","11.9","11.93","12.1","12.08","12.37","12.07","12.95","12.43","",""
China,"CHN","Population, total","SP.POP.TOTL","1337705000","1344130000","1350695000","1357380000","1364270000","1371220000","1378665000","1386395000","1392730000",""
France,"FRA","People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","","","","","","","","","",""
France,"FRA","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","98.6554798312812","98.654715493148","98.6539420974658","98.6531656580999","98.6523831996405","98.6515991661262","98.6508061199955","98.6500115526393","",""
France,"FRA","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","88.8474553162546","88.7683617048343","88.6892102726055","88.6100064439725","88.5307475572099","88.4514361479552","88.3720689819745","88.371357205017","",""
France,"FRA","International tourism, number of arrivals","ST.INT.ARVL","76647000","80499000","81980000","83634000","83701000","84452000","82682000","86758000","89322000",""
France,"FRA","International tourism, number of departures","ST.INT.DPRT","25041000","26155000","25317000","26062000","27919000","26648000","26483000","29055000","26914000",""
France,"FRA","Smoking prevalence, total (ages 15+)","SH.PRV.SMOK","33.4","33.3","33.1","33","32.9","32.8","32.7","","",""
France,"FRA","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","SH.DTH.COMM.ZS","5.8","","","","","6","6","","",""
France,"FRA","Cause of death, by non-communicable diseases (% of total)","SH.DTH.NCOM.ZS","87.1","","","","","87.5","87.6","","",""
France,"FRA","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","16.852031177714","17.1352837665779","17.516940858915","17.9687879170855","18.4358568734709","18.8811152898537","19.2841249271119","19.6689967687709","20.0346247469881",""
France,"FRA","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","53.661","52.553","51.592","50.507","49.309","49.376","48.228","","",""
France,"FRA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","115.675","112.591","109.097","105.322","100.472","101.499","97.657","","",""
France,"FRA","Nurses and midwives (per 1,000 people)","SH.MED.NUMW.P3","","9.5763","9.9941","10.3056","10.6163","10.9403","9.6887","","",""
France,"FRA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","4046.62683951","4216.56765395","4286.77914243","4545.62322708","4676.11150259","4666.18069528","4782.28854931","","",""
France,"FRA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","6.6","6.6","6.5","6.5","","","","","",""
France,"FRA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","81.6634146341463","82.1146341463415","81.9682926829268","82.219512195122","82.6707317073171","82.3219512195122","82.5243902439024","82.5243902439024","",""
France,"FRA","Population density (people per sq. km of land area)","EN.POP.DNST","118.759339991649","119.335121151416","119.914109283287","120.53300011079","121.112689539524","121.619058746667","122.105587096777","122.115405252835","122.338395739199",""
France,"FRA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","8.5","8.4","8.7","8.7","8.5","8.9","8.9","9","",""
France,"FRA","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","12.9","12.7","12.6","12.4","12.4","12","11.7","11.4","",""
France,"FRA","Population, total","SP.POP.TOTL","65027507","65342780","65659809","65998687","66316100","66593366","66859768","66865144","66987244",""
Germany,"DEU","People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","","","","","","","","","",""
Germany,"DEU","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","99.2241475369892","99.2247328517899","99.2247629994539","99.2247955654011","99.2248233553208","99.2248535093157","99.2249259262689","99.2250375649813","",""
Germany,"DEU","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","96.541646838004","96.6894205448845","96.8242782878149","96.959142068544","97.0940039622059","97.2288706249593","97.2305733379113","97.2331982575299","",""
Germany,"DEU","International tourism, number of arrivals","ST.INT.ARVL","26875000","28374000","30411000","31545000","32999000","34970000","35555000","37452000","38881000",""
Germany,"DEU","International tourism, number of departures","ST.INT.DPRT","85872000","84692000","82729000","87459000","83008000","83737000","90966000","92402000","108542000",""
Germany,"DEU","Smoking prevalence, total (ages 15+)","SH.PRV.SMOK","32.2","32","31.7","31.4","31.1","30.9","30.6","","",""
Germany,"DEU","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","SH.DTH.COMM.ZS","4.6","","","","","4.9","4.8","","",""
Germany,"DEU","Cause of death, by non-communicable diseases (% of total)","SH.DTH.NCOM.ZS","91.6","","","","","91.1","91.2","","",""
Germany,"DEU","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","20.5527504286253","20.7054506728733","20.8249891555947","20.9365796471194","21.0641625260475","21.2185907192979","21.288710112426","21.3714880478767","21.4619619953309",""
Germany,"DEU","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","53.275","52.91","51.099","51.743","49.597","50.173","","","",""
Germany,"DEU","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","101.933","98.648","95.548","94.684","91.117","92.46","","","",""
Germany,"DEU","Nurses and midwives (per 1,000 people)","SH.MED.NUMW.P3","12.5348","12.6894","12.7797","13.1914","13.4373","12.9241","13.1967","","",""
Germany,"DEU","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","4315.03642126","4577.56358043","4696.39860395","4944.61239573","5173.84318088","5328.89937894","5463.33065234","","",""
Germany,"DEU","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","8.2","8.2","8.2","8.3","","","","","",""
Germany,"DEU","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","79.9878048780488","80.4365853658537","80.5390243902439","80.490243902439","81.090243902439","80.6414634146341","80.990243902439","80.990243902439","",""
Germany,"DEU","Population density (people per sq. km of land area)","EN.POP.DNST","234.606908225034","230.304633348634","230.750625466231","231.155712565925","232.108053883634","234.153668555637","235.712929356538","236.595494618731","237.3709697733",""
Germany,"DEU","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","10.5","10.6","10.8","11.1","10.7","11.3","11.1","11.3","",""
Germany,"DEU","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","8.3","8.3","8.4","8.5","8.8","9","9.6","9.5","",""
Germany,"DEU","Population, total","SP.POP.TOTL","81776930","80274983","80425823","80645605","80982500","81686611","82348669","82657002","82927922",""
India,"IND","People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","","","","","59.1795689387324","59.2991879817234","59.4224581261787","59.5496875182515","",""
India,"IND","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","41.4676318709885","44.0265428009144","46.5946155283234","49.1708009071867","51.7545862858724","54.3451491757589","56.9416551432333","59.5434482675674","",""
India,"IND","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","",""
India,"IND","International tourism, number of arrivals","ST.INT.ARVL","5776000","6309000","6578000","6968000","13107000","13284000","14570000","15543000","17423000",""
India,"IND","International tourism, number of departures","ST.INT.DPRT","12988000","13994000","14920000","16626000","18330000","20376000","21872000","23943000","26296000",""
India,"IND","Smoking prevalence, total (ages 15+)","SH.PRV.SMOK","14.3","13.7","13.3","12.8","12.3","11.9","11.5","","",""
India,"IND","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","SH.DTH.COMM.ZS","33","","","","","27","26","","",""
India,"IND","Cause of death, by non-communicable diseases (% of total)","SH.DTH.NCOM.ZS","55.9","","","","","61.7","62.7","","",""
India,"IND","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","5.08152968095592","5.17415315105538","5.26568850777776","5.36398293427459","5.478595608617","5.61463565853567","5.79330515007887","5.98311331737929","6.17995564947149",""
India,"IND","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","157.929","153.377","148.825","146.3","143.776","141.252","138.728","136.204","",""
India,"IND","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","225.258","223.488","221.719","219.359","217","214.641","212.282","209.923","",""
India,"IND","Nurses and midwives (per 1,000 people)","SH.MED.NUMW.P3","1.5394","1.7035","1.1132","1.2218","1.3757","","2.0981","2.1071","",""
India,"IND","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","145.63059462","150.4965205","163.68711403","196.86487918","205.89394337","221.76340841","241.48305525","","",""
India,"IND","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","0.7","","","","","","","",""
India,"IND","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","66.693","67.13","67.545","67.931","68.286","68.607","68.897","69.165","",""
India,"IND","Population density (people per sq. km of land area)","EN.POP.DNST","415.136997635536","420.520965360438","425.732223638583","430.798613273958","435.762323968532","440.655458615157","445.484341397623","450.243285831043","454.938072575247",""
India,"IND","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","7.492","7.393","7.312","7.251","7.212","7.194","7.195","7.21","",""
India,"IND","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","21.114","20.495","19.923","19.416","18.984","18.625","18.332","18.083","",""
India,"IND","Population, total","SP.POP.TOTL","1234281170","1250288729","1265782790","1280846129","1295604184","1310152403","1324509589","1338658835","1352617328",""
Indonesia,"IDN","People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","75.78091","75.93949","76.09566","76.24942","63.873448596083","63.984052401955","64.0943257291528","64.2036185754851","",""
Indonesia,"IDN","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","59.9987295275932","61.8715531653606","63.7463792881442","65.622244766085","67.4992974596222","69.3764129189069","71.2531326869839","73.1283873746602","",""
Indonesia,"IDN","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","",""
Indonesia,"IDN","International tourism, number of arrivals","ST.INT.ARVL","7003000","7650000","8044000","8802000","9435000","10407000","11519000","14040000","15810000",""
Indonesia,"IDN","International tourism, number of departures","ST.INT.DPRT","6235000","6750000","7454000","8025000","8074000","8176000","8340000","8856000","9468000",""
Indonesia,"IDN","Smoking prevalence, total (ages 15+)","SH.PRV.SMOK","37.1","37.3","37.6","38","38.5","39","39.4","","",""
Indonesia,"IDN","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","SH.DTH.COMM.ZS","24.5","","","","","21.5","20.7","","",""
Indonesia,"IDN","Cause of death, by non-communicable diseases (% of total)","SH.DTH.NCOM.ZS","68.9","","","","","72.5","73.3","","",""
Indonesia,"IDN","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","4.96251409255717","5.04413202554593","5.11756686476095","5.19208238927228","5.2785821188884","5.38343514023989","5.52433626155731","5.68194834038824","5.85716561272863",""
Indonesia,"IDN","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","154.894","153.622","152.351","150.122","147.893","145.664","143.435","141.206","",""
Indonesia,"IDN","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","213.184","211.539","209.894","208.417","206.941","205.464","203.988","202.511","",""
Indonesia,"IDN","Nurses and midwives (per 1,000 people)","SH.MED.NUMW.P3","1.0581","","1.3601","1.1443","","1.3001","","2.0583","",""
Indonesia,"IDN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","244.65616694","261.19472758","273.496111","295.45863351","328.47161946","331.6426852","362.72194133","","",""
Indonesia,"IDN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.6","","0.9","","","1.2","","","",""
Indonesia,"IDN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","69.205","69.542","69.866","70.179","70.481","70.768","71.035","71.282","",""
Indonesia,"IDN","Population density (people per sq. km of land area)","EN.POP.DNST","133.494270163449","135.305953399537","137.147564267459","138.998990930519","140.833091738106","142.629462841624","144.379861666952","146.086480787383","147.75219008926",""
Indonesia,"IDN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","6.653","6.579","6.518","6.471","6.437","6.419","6.418","6.433","",""
Indonesia,"IDN","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","20.795","20.526","20.225","19.893","19.537","19.165","18.79","18.422","",""
Indonesia,"IDN","Population, total","SP.POP.TOTL","241834215","245116206","248452413","251806402","255129004","258383256","261554226","264645886","267663435",""
Italy,"ITA","People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","","","","","","","","","",""
Italy,"ITA","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","98.7690251828609","98.7692415685267","98.7696920728215","98.7702458205124","98.7707990713357","98.7713458271166","98.7718901962979","98.7724326744163","",""
Italy,"ITA","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","96.1747680376483","96.1792709672551","96.1839870366078","96.1887971285991","96.1936071445849","96.1984110026038","96.2032130630306","96.2080135672536","",""
Italy,"ITA","International tourism, number of arrivals","ST.INT.ARVL","43626000","46119000","46360000","47704000","48576000","50732000","52372000","58253000","61567200",""
Italy,"ITA","International tourism, number of departures","ST.INT.DPRT","28188000","27831000","27376000","26305000","26862000","27494000","29067000","31805000","33347100",""
Italy,"ITA","Smoking prevalence, total (ages 15+)","SH.PRV.SMOK","24.6","24.6","24.3","24.1","24.1","23.8","23.7","","",""
Italy,"ITA","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","SH.DTH.COMM.ZS","3.2","","","","","4.7","4.9","","",""
Italy,"ITA","Cause of death, by non-communicable diseases (% of total)","SH.DTH.NCOM.ZS","92.6","","","","","91.5","91.4","","",""
Italy,"ITA","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","20.4268389760451","20.6637723330363","20.962159134639","21.299293979756","21.6353388748348","21.9486456695341","22.2348608856856","22.4996889509015","22.7516796025077",""
Italy,"ITA","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","40.179","40.454","39.591","38.426","37.246","","","","",""
Italy,"ITA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","73.032","71.91","70.347","67.386","65.423","","","","",""
Italy,"ITA","Nurses and midwives (per 1,000 people)","SH.MED.NUMW.P3","","6.9414","6.8862","6.608","5.6446","5.8184","5.957","5.8693","",""
Italy,"ITA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","3142.16835526","3211.95625987","3253.36872711","3264.29266318","3250.8454424","3288.74548908","3427.30646617","","",""
Italy,"ITA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","3.6","3.5","3.4","","","","","","",""
Italy,"ITA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","82.0365853658537","82.1878048780488","82.2390243902439","82.690243902439","83.090243902439","82.5439024390244","83.2439024390244","83.2439024390244","",""
Italy,"ITA","Population density (people per sq. km of land area)","EN.POP.DNST","201.527901679472","201.874784116407","202.419653906303","204.779859930645","206.667369279935","206.468287210172","206.117828245053","205.809169103148","205.450747943156",""
Italy,"ITA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","9.9","10","10.3","10","9.8","10.7","10.1","10.7","",""
Italy,"ITA","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","9.5","9.2","9","8.5","8.3","8","7.8","7.6","",""
Italy,"ITA","Population, total","SP.POP.TOTL","59277417","59379449","59539717","60233948","60789140","60730582","60627498","60536709","60431283",""
Japan,"JPN","People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","","","","","","","","","",""
